id,Event,Site,Date,White,Black,Result,BlackElo,ECO,WhiteElo,WhiteWon,BlackWon
1465620,Asian Continental w 2012,Ho Chi Minh City VIE,2012,Pham Thi Thu Hoai,"Sihite,Chelsie Monica",1/2-1/2,2181,C89,1956,0,0
1466718,TCh-HUN 2011-12,Budapest HUN,2012,"Feher,Ad","Csonka,B",1/2-1/2,2289,C89,2342,0,0
1467224,Women's World Rapid Championship 2012,Batumi GEO,2012,Wang Jue,"Muzychuk,A",0-1,2598,C89,2364,0,1
1467840,11th TCh-BIH Premier w,Jahorina BIH,2012,"Jacimovic,Sa","Avdic,Amna",1-0,,C89,1951,1,0
1468587,OKU Open GpA 2012,Utrecht NED,2012,"Senders,Mischa","Bakker,Jeroen",1-0,,C89,1905,1,0
1469119,OKU Open GpA 2012,Utrecht NED,2012,"Uildriks,M","Kouwenhoven,Arjen",1/2-1/2,2050,C89,2029,0,0
1469617,Teplice Open 2012,Teplice CZE,2012,"Zdravkovic,DS","Miturova,M",1/2-1/2,2064,C89,1934,0,0
1470168,Mukachevo Summer Open,Mukachevo UKR,2012,"Bogdanovich,S","Kozakov,M",1-0,2481,C89,2515,1,0
1470714,Int Open ch-SVK 2012,Banska Stiavnica SVK,2012,"Sosovicka,M","Plachetka,J",1/2-1/2,2371,C89,2042,0,0
1471393,86th ch-ARG 2012,La Plata ARG,2012,"Muniz,Roberto Anibal","Jorge,Hector",0-1,,C89,,0,1
1472067,22nd Gorges Open,Gorges FRA,2012,"Foucaud,P","Crouan,S",1/2-1/2,2219,C89,1691,0,0
1472763,27th Gniota Memorial,Police POL,2012,"Przybylski,W","Jacek,R",0-1,1861,C89,2330,0,1
1473752,FSIM July 2012,Budapest HUN,2012,"Szalanczy,E","Farago,S",1-0,2266,C89,2272,1,0
1474870,Turkish Bank Chess League 2012,Konya TUR,2012,"Patel,Y","Abdimanoglu,B",1-0,1776,C89,1857,1,0
1475491,Sparkassen Open A,Dortmund GER,2012,"Deinert,W","Sieberg,R",1/2-1/2,1931,C89,1811,0,0
1475882,16th Battle of Senta Open A,Senta SRB,2012,"Parnicki,Z","Sakic,L",1-0,1971,C89,2194,1,0
1476593,45th Biel Masters Open,Biel SUI,2012,"Saric,Iv","Adhiban,Baskaran",1-0,2553,C89,2638,1,0
1477276,27th Avoine Open,Avoine FRA,2012,"Trouve,G","Sobry,S",0-1,2039,C89,1796,0,1
1477861,81st ch-UKR 2012,Kiev UKR,2012,"Areshchenko,A","Efimenko,Z",1/2-1/2,2689,C89,2691,0,0
1478366,Olomouc GM Valoz Cup,Olomouc CZE,2012,"Bures,J","Bae,T",1/2-1/2,2420,C89,2392,0,0
1479065,Miguel Najdorf Open A,Warsaw POL,2012,"Jarmula,L","Guerrero Rodriguez,Alej",1-0,2072,C89,2149,1,0
1479714,28th Geraardsbergen Open,Geraardsbergen BEL,2012,"Ringoir,T","Teeuwen,Mario",1-0,,C89,2448,1,0
1480249,II Brazil Maringa Open,Maringa BRA,2012,"Calixto,R","Sztokbant,B",1/2-1/2,2065,C89,1874,0,0
1480755,Husek Vienna Open A,Vienna AUT,2012,"Ponjican,E","Fuchs,G",1/2-1/2,2300,C89,2136,0,0
1481159,25th Panevezys Open,Panevezys LTU,2012,"Paulauskaite,G","Luebbert,Dietrich",1-0,1774,C89,2053,1,0
1481716,16th Izmailov Mem,Tomsk RUS,2012,"Traskovetskaja,D","Terchanyan,Zograb",1/2-1/2,1903,C89,2024,0,0
1482218,25th Panevezys Open,Panevezys LTU,2012,"Paulauskaite,G","Vicas,M",1-0,1997,C89,2053,1,0
1483097,11th Lichtenberger Sommer 2012,Berlin GER,2012,"Schmidt,Juerg","Winz,M",1-0,1663,C89,2055,1,0
1483826,e2e4 Gatwick Masters B 2012,Crawley ENG,2012,"Michielsen,J","Venkataramanan,T",1-0,2287,C89,2367,1,0
1484509,ZMDI Open A 2012,Dresden GER,2012,"Brinck Claussen,B","Hentze,M",1/2-1/2,2089,C89,2286,0,0
1484950,EY Girls U16 2012,Prague CZE,2012,"Sorina,Eva","Trajanoska,Kalina",0-1,,C89,,0,1
1485540,37th Trade Fair Open A,Brno CZE,2012,"Sukdolak,Radek","Kandalec,Stefan",1/2-1/2,,C89,1892,0,0
1486150,40th Olympiad Open,Istanbul TUR,2012,"Harikrishna,P","Beliavsky,A",1-0,2609,C89,2685,1,0
1486652,World Youth U16 Olympiad 2012,Istanbul TUR,2012,"Thogersen,Rasmus","Yaran,Siar",0-1,1904,C89,1885,0,1
1487258,Botvinnik Memorial 2012,St Petersburg RUS,2012,"Kamnev,Alexander","Tarakanova,Valeria",0-1,1767,C89,1890,0,1
1487769,40th Olympiad Women,Istanbul TUR,2012,Hou Yifan,"Kosintseva,T",1-0,2530,C89,2599,1,0
1488456,40th Olympiad Open,Istanbul TUR,2012,"Adam,Jamal","Hammoubi,A",1-0,2155,C89,,1,0
1489233,40th Olympiad Open,Istanbul TUR,2012,"So,W","Leko,P",1/2-1/2,2737,C89,2652,0,0
1489814,40th Olympiad Women,Istanbul TUR,2012,"Petrenko,S","Bjerke,S",1-0,2235,C89,2199,1,0
1490910,World Youth U16 Olympiad 2012,Istanbul TUR,2012,"Sosovicka,M","Yaran,Siar",0-1,1904,C89,2040,0,1
1491421,40th Olympiad Open,Istanbul TUR,2012,"Jones,RS","Collins,S IRL",1/2-1/2,2459,C89,2393,0,0
1492463,3rd Livigno Open A,Livigno ITA,2012,"Codenotti,M","Sreeves,C",1-0,2220,C89,2334,1,0
1492973,5th Final Masters,Sao Paulo/Bilbao BRA/ESP,2012,"Karjakin,Sergey","Aronian,L",1/2-1/2,2816,C89,2778,0,0
1493567,22nd Metropolitan IM,Los Angeles USA,2012,"Matikozian,A","Amanov,Z",1/2-1/2,2374,C89,2411,0,0
1493994,FSFMA1 October 2012,Budapest HUN,2012,"Darazs,Z","Henrichsen,J",1/2-1/2,1908,C89,2124,0,0
1494377,7th Americas Continental 2012,Mar del Plata ARG,2012,"Fusco,L","Paniagua Chnelik,S",1-0,2204,C89,2379,1,0
1495052,Advokatfirmaet Finn GpA,Harstad NOR,2012,"Hermansson,E","Bae,T",1/2-1/2,2430,C89,2409,0,0
1495548,Chigorin Memorial,St Petersburg RUS,2012,"Kuvyrshin,Maksim","Pasiev,R",0-1,2334,C89,1865,0,1
1496043,Chigorin Memorial,St Petersburg RUS,2012,"Panov,Konstantin","Tarakanova,Valeria",0-1,1778,C89,1607,0,1
1496857,TCh-NOR Eliteserien 2012-13,Haraldsheim NOR,2012,"Diesen,B","Solberg,J",1/2-1/2,2209,C89,2156,0,0
1497802,WY GU16 2012,Maribor SLO,2012,"Zavgorodniaya,A","Berger,N",0-1,1768,C89,1952,0,1
1498465,WY BU14 2012,Maribor SLO,2012,"Davila Blanco,Juan Jose","Suriyabandara,S.m.d.",1/2-1/2,1609,C89,1741,0,0
1498907,WY GU16 2012,Maribor SLO,2012,"Suntharalingam,Jarani","Molefe,Tsholofelo",0-1,,C89,1679,0,1
1499593,Plzen Open 2012,Plzen CZE,2012,"Vykouk,Jan","Soutner,Jaroslav",1-0,,C89,1962,1,0
1500373,VIII Governor's Cup B,Khanty-Mansiysk RUS,2012,"Derjaguin,Alexander","Morozov,B",1-0,1948,C89,,1,0
1500918,VIII Governor's Cup B,Khanty-Mansiysk RUS,2012,"Grishin,Y","Morozov,B",1-0,1948,C89,1986,1,0
1501351,Kilkenny Masters,Kilkenny IRL,2012,"Daly,C","Hebden,M",0-1,2540,C89,2340,0,1
1502151,62nd ch-HUN 2012,Heviz HUN,2012,"Papp,Ga","Erdos,V",1/2-1/2,2640,C89,2578,0,0
1502773,62nd ch-HUN 2012,Heviz HUN,2012,"Szabo,Krisz1","Erdos,V",1/2-1/2,2640,C89,2541,0,0
1503342,5th Kolkata Open,Kolkata IND,2012,"Stany,G","Adhiban,Baskaran",1/2-1/2,2567,C89,2437,0,0
1504618,4th London Chess Classic,London ENG,2012,"Polgar,Ju","Aronian,L",1/2-1/2,2815,C89,2705,0,0
1505213,III ITT JAHV McGREGOR,Bogota COL,2012,"Hoyos,E","Gutierrez,Cristian Gustavo",1-0,,C89,1920,1,0
1505635,TCh-NED Meesterklasse 2012-13,Netherland NED,2012,"Burg,T","Ringoir,T",0-1,2460,C89,2485,0,1
1506277,ITT Cerrado LAB IM 2012,Bogota COL,2012,"Arvola,B","Santos Morales,N",1-0,2017,C89,2285,1,0
1507156,CXU Obro New Year 2012,Copenhagen DEN,2012,"Hansen,Mads3","Stolberg Rohr,T",1/2-1/2,2034,C89,2313,0,0
1507764,Paul Keres Mem 2013,Tallinn EST,2013,"Ehlvest,J","Khalifman,A",1/2-1/2,2614,C89,2605,0,0
1508099,TCh-HUN 2012-13,Mako HUN,2013,"Kovacevic,A","Ivanisevic,I",1/2-1/2,2645,C89,2549,0,0
1508617,75th Tata Steel GpA,Wijk aan Zee NED,2013,Hou Yifan,"Leko,P",1/2-1/2,2735,C89,2603,0,0
1509238,ch-TUR 2013,Antalya TUR,2013,"Demir,M","Yilmaz,Fatma Zumrut",1-0,1573,C89,1931,1,0
1510051,ch-TUR 2013,Antalya TUR,2013,"Ersoy,E","Demir,M",1-0,1931,C89,1793,1,0
1510865,3rd Petropolis Open,Petropolis BRA,2013,"Dillenburg,Alberto Francisco","Jeismann,Carlos Jose Quaresma",0-1,,C89,,0,1
1511399,20th Bunratty Masters,Bunratty IRL,2013,"Annesley,Gareth","Moynihan,K",0-1,2179,C89,1925,0,1
1511988,FSFM March 2013,Budapest HUN,2013,"Darazs,Z","Bartha,S",1/2-1/2,2169,C89,2109,0,0
1512386,Karpos Open 2013,Skopje MKD,2013,"Cvetkovski,S","Balla,Fjodor",0-1,,C89,1890,0,1
1512971,TCh-BEL 2012-13,Buellingen BEL,2013,"Sulskis,S","Ringoir,T",1-0,2460,C89,2564,1,0
1513644,4NCL 2012-13,Hinckley ENG,2013,"Churm,R","Hebden,M",1-0,2540,C89,2169,1,0
1514704,40th La Roda Open,La Roda ESP,2013,"Korneev,O","Pilgaard,K",1/2-1/2,2432,C89,2609,0,0
1515113,TCh-CRO II Liga 2013,Split CRO,2013,"Nakic,Z","Glavicic,Tino",0-1,2002,C89,2092,0,1
1515683,Zonal 2.4 Absoluto 2013,Manaus BRA,2013,"Sztokbant,B","Benayon,Elismar da Silva",0-1,1808,C89,2181,0,1
1516103,Nakhchivan Open A 2013,Nakhchivan AZE,2013,"Kurnosov,I","Khalifman,A",1/2-1/2,2614,C89,2649,0,0
1517249,Nakhchivan Open A 2013,Nakhchivan AZE,2013,"Babaev,T","Sulskis,S",1-0,2567,C89,2405,1,0
1517867,ch-USA 2013,Saint Louis USA,2013,"Bryant,J","Kaidanov,G",1-0,2593,C89,2442,1,0
1518389,Makedonia Palace GP,Thessaloniki GRE,2013,"Caruana,F","Kasimdzhanov,R",1/2-1/2,2699,C89,2774,0,0
1519455,8th Teplice Open 2013,Teplice CZE,2013,"Vykouk,Jan","Bublik,Frantisek",1/2-1/2,,C89,2039,0,0
1520016,TCh-MNE Prem 2013,Cetinje MNE,2013,"Perosevic,A","Pecurica,M",1-0,2172,C89,2183,1,0
1520896,IsBank TCh-TUR 2013,Denizli TUR,2013,"Okus,M","Savran,S",0-1,1883,C89,2021,0,1
1521382,4th AIMAG Men,Incheon KOR,2013,"Li,Hui","Khouri,I",1/2-1/2,2236,C89,1947,0,0
1521768,47th Ilmar Raud Mem,Viljandi EST,2013,"Narva,M","Tominga,Ago",1-0,,C89,1854,1,0
1522492,V4 Int Open ch-SVK 2013,Banska Stiavnica SVK,2013,"Hudec,Timotej","Pesztericz,L",0-1,2132,C89,1644,0,1
1523412,XV Sant Marti Open A,Barcelona ESP,2013,"Ramirez Medina,Victor","Barragan Hernandez,M",1/2-1/2,1889,C89,2012,0,0
1524272,ch-AUT w 2013,Feldkirch AUT,2013,"Newrkla,K","Exler,V",1/2-1/2,2121,C89,2160,0,0
1524744,Dutch Open 2013,Dieren NED,2013,"Pijpers,A","Evengroen,H",1-0,2027,C89,2338,1,0
1525628,Czech Open A 2013,Pardubice CZE,2013,"Seyb,A","Linster,P",1/2-1/2,2253,C89,2380,0,0
1526184,Caissa GM July 2013,Kecskemet HUN,2013,"Sax,G","Groszpeter,A",1/2-1/2,2469,C89,2478,0,0
1526632,9th Tabor Open 2013,Tabor CZE,2013,"Van Nieuwenhuizen,H","Sykora,Ladislav",1/2-1/2,1874,C89,1977,0,0
1527318,14th ch-EUR Ind w,Belgrade SRB,2013,"Gjergji,R","Mahmutbegovic,N",1-0,1800,C89,1917,1,0
1527883,39th Badalona Open A,Badalona ESP,2013,"Escobar Forero,A","Dvirnyy,D",1/2-1/2,2549,C89,2466,0,0
1528528,XX Feria de las Flores 2013,Medellin COL,2013,"Romero,Da","Andrade Truyol,Geiner Jose",1-0,2027,C89,1905,1,0
1529098,21st Poznan Open,Poznan POL,2013,"Szelag,M","Niekras,Dawid",1-0,1968,C89,2488,1,0
1529814,FIDE World Cup 2013,Tromso NOR,2013,"So,W","Tomashevsky,E",1/2-1/2,2706,C89,2710,0,0
1530264,88th ch-FRA 2013,Nancy FRA,2013,"Sokolov,And1","Tkachiev,V",1/2-1/2,2637,C89,2558,0,0
1530926,12th Lichtenberger Sommer,Berlin GER,2013,"Poeltelt,H","Deutschbein,Christopher",0-1,2003,C89,1733,0,1
1531823,22nd Feffernitz Open 2013,Feffernitz GER,2013,"Knaller,C","Panada,V",1-0,1838,C89,2005,1,0
1532598,15th Sants Open 2013,Barcelona ESP,2013,"Bailet,P","Filippov,An UZB",0-1,2630,C89,2474,0,1
1533177,21st Honor to National Resistance,Nikaia GRE,2013,"Ragios,K","Kanellos,Dimitrios V.",1-0,2024,C89,1800,1,0
1533858,Dieppe Open 2013,Dieppe FRA,2013,"Bouton,C","Eden,J",0-1,2232,C89,2114,0,1
1534286,31st World Junior Girls,Kocaeli TUR,2013,"Ibrahimova,S","Sihite,Chelsie Monica",0-1,2282,C89,2202,0,1
1534967,66th ch-RUS 2013,Nizhny Novgorod RUS,2013,"Karjakin,Sergey","Inarkiev,E",1/2-1/2,2695,C89,2762,0,0
1535647,Bundesliga 2013-14,Bremen GER,2013,"Kravtsiv,M","Ragger,M",1/2-1/2,2668,C89,2609,0,0
1536102,3rd Central Asia Cup,Dushanbe TJK,2013,"Boltaev,Hakim","Onischenko,A",0-1,2094,C89,1855,0,1
1536863,12th Istanbul Open A 2013,Istanbul TUR,2013,"Temel,Burcu Melis","Kok,E",1-0,1854,C89,1718,1,0
1537614,Guernsey Open 2013,Guernsey GCI,2013,"Casiot,D","Jouault,L",0-1,1917,C89,1979,0,1
1538055,Stockholm All Saints Open 2013,Stockholm SWE,2013,"Axelsson,T","Lokander,M",0-1,2203,C89,1753,0,1
1538735,2nd Danube Rapid Cup 2013,Kozloduy BUL,2013,"Saric,Iv","Topalov,V",1-0,2774,C89,2628,1,0
1539644,ch-VIE 2013,Ho Chi Minh City VIE,2013,Nguyen Van Huy,"Cao,S",1/2-1/2,2499,C89,2427,0,0
1540089,5th Pilsen Open 2013,Plzen CZE,2013,"Stojdl,Josef","Soutner,Jaroslav",1-0,1778,C89,1967,1,0
1540808,ch-IRI 2013,Tabriz IRI,2013,"Idani,P","Alavi,S",1/2-1/2,2455,C89,2483,0,0
1541522,TCh-BEL 2013-14,Belgium BEL,2013,"Burg,T","Akhayan,R",1-0,2254,C89,2490,1,0
1541969,Saint Louis Thanksgiving Open 2013,Saint Louis USA,2013,"Hao,Hanson","Vergilesov,Alexander",1/2-1/2,2050,C89,,0,0
1542669,IV JAHV McGregor 2013,Bogota COL,2013,"Chong Chinchay,Eric Joel","Cordero,Victor",1-0,1729,C89,2068,1,0
1543219,5th Penang Open 2013,George Town MAS,2013,"Doshi,Devansh Sanjay","Sunardi,S",0-1,2027,C89,1489,0,1
1544002,Pavlodar Open 2013,Pavlodar KAZ,2013,"Viryasov,Aleksei","Mezentsev,Iv",0-1,1929,C89,1648,0,1
1544526,AUS Masters GM,Melbourne AUS,2013,"Solomon,SJ","Illingworth,M",1/2-1/2,2430,C89,2386,0,0
1544980,WYCC U18 Open 2013,Al-Ain UAE,2013,"Kenneskog,Theodor","Srbis,J",1/2-1/2,2399,C89,2270,0,0
1545626,WYCC U18 Girls 2013,Al-Ain UAE,2013,"Roy,Ali","Guo,E",1/2-1/2,2011,C89,1891,0,0
1546238,WYCC U18 Open 2013,Al-Ain UAE,2013,"Tvarijonas,T","Srbis,J",1/2-1/2,2399,C89,2176,0,0
1547150,WYCC U16 Girls 2013,Al-Ain UAE,2013,"Vidic,Teja","Zahn,Alina",1-0,1983,C89,1882,1,0
1547851,WYCC U18 Girls 2013,Al-Ain UAE,2013,"Tarmastin,Laura","Guo,E",0-1,2011,C89,1791,0,1
1548578,89th Hastings Masters 2013-14,Hastings ENG,2014,"Dean,Michael J","Clayton,T",0-1,1832,C89,1597,0,1
1549073,Paul Keres Mem 2014,Tallinn EST,2014,"Agopov,M","Danin,A",1/2-1/2,2602,C89,2413,0,0
1549506,Novi Sad Winter 2014,Novi Sad SRB,2014,"Marjanovic,Zoran L","Vucurovic,N",1-0,2016,C89,1797,1,0
1550163,5th Alajuela Open 2014,Alajuela CRC,2014,"Cabrera,Ma","Perez Rodriguez,L",0-1,2388,C89,2139,0,1
1550927,ch-Belgrade 2014,Belgrade SRB,2014,"Todorovic,GM","Starcevic,G",1-0,2204,C89,2476,1,0
1551609,19th HIT Open A 2014,Nova Gorica SLO,2014,"Muzzolini,C","Miletic,De",0-1,2291,C89,1809,0,1
1552269,Turkey Cup 2014,Kemer TUR,2014,"Taskaya,Muhammed","Unlu,Ahmet Berkin",1/2-1/2,1662,C89,1792,0,0
1552718,Zurich Chess Challenge 2014,Zurich SUI,2014,"Caruana,F","Aronian,L",1-0,2812,C89,2782,1,0
1553670,Turkey Cup 2014,Kemer TUR,2014,"Ersoy,E","Karagollu,Baran Ilyas",0-1,1495,C89,1785,0,1
1554130,Turkey Cup 2014,Kemer TUR,2014,"Vural,Salih","Yilmazel,Sinem",0-1,1500,C89,,0,1
1554939,Bunratty Masters 2014,Bunratty IRL,2014,"Aguera Naredo,J","Collins,S IRL",0-1,2469,C89,2360,0,1
1555617,Graz Casino Open 2014,Graz AUT,2014,"Schnider,G","Guo,E",1-0,1997,C89,2378,1,0
1556445,Cappelle-la-Grande Open 2014,Cappelle-la-Grande FRA,2014,"Halfaoui,E","Bouget,A",0-1,2295,C89,1916,0,1
1557198,TCh-FIN SM 2013-14,Helsinki FIN,2014,"Shirov,A","Nyback,T",1/2-1/2,2599,C89,2696,0,0
1557756,N1 Reykjavik Open 2014,Reykjavik ISL,2014,"Sverrisson,N","Zeier,K",1/2-1/2,2253,C89,2066,0,0
1558822,15th ch-EUR Indiv 2014,Yerevan ARM,2014,"Ali Marandi,C","Cerbulenco,Liviu",1/2-1/2,2160,C89,2380,0,0
1559583,FIDE Candidates 2014,Khanty-Mansiysk RUS,2014,"Anand,V","Svidler,P",1/2-1/2,2758,C89,2770,0,0
1560186,Karpos Open 2014,Skopje MKD,2014,"Ali Marandi,C","Grigoriadis,M",1-0,1940,C89,2380,1,0
1560872,14th BCC Open 2014,Bangkok THA,2014,"Vallejo Pons,F","Atalik,S",1-0,2562,C89,2693,1,0
1561652,Western Pacific Open 2014,Los Angeles USA,2014,"Peters,Ja","Chang,Aaron",1-0,,C89,2360,1,0
1562524,ch-CZE 2014,Ostrava CZE,2014,"Hladik,L","Novosadova,K",1/2-1/2,2187,C89,2034,0,0
1563077,Koenigsjaeger Fruehling Open 2014,Berlin GER,2014,"Boettcher,P","Krokay,U",1/2-1/2,1945,C89,2172,0,0
1563579,32nd Metz Open 2014,Metz FRA,2014,"Bauer,Ch","Halkias,S",1-0,2530,C89,2628,1,0
1564196,13th ch-IBCA 2014,Katerini GRE,2014,"Ellinger,P","Boer,Jan",1-0,1714,C89,2012,1,0
1564777,49th Capablanca Mem Open I 2014,Havana CUB,2014,"Hernandez Moya,Y","Leyva Rivera,Y",1/2-1/2,2417,C89,2222,0,0
1565215,Nakhchivan Open 2014,Nakhchivan AZE,2014,"Korneev,O","Sanal,V",0-1,2435,C89,2618,0,1
1566089,13th TCh-BIH Premier League 2014,Neum BIH,2014,"Kovacevic,A","Knezovic,Ivica",1-0,,C89,2560,1,0
1566611,TCh-TUR 2014,Konya TUR,2014,"Godekdag,Vedat","Gazioglu,H",0-1,1947,C89,,0,1
1567096,Klatovy Open 2014,Klatovy CZE,2014,"Kantor,Joze","Gruettner,R",0-1,2083,C89,1877,0,1
1567759,TCh-TUR 2014,Konya TUR,2014,"Koc,Se","Gazioglu,H",0-1,1947,C89,1797,0,1
1568277,42th TCh-GRE 2014,Porto Rio GRE,2014,"Serbos,Angelos","Tsoukalas,Konstantinos G.",0-1,1379,C89,,0,1
1568781,9th Wroclaw Open 2014,Wroclaw POL,2014,"Wozniak,Mari","Krokay,U",0-1,1961,C89,2092,0,1
1569288,42nd TCh-GRE 2014,Porto Rio GRE,2014,"Kotronias,V","Pavlidis,Ant",1/2-1/2,2478,C89,2565,0,0
1569736,ch-Commonwealth 2014,Glasgow SCO,2014,"Ashwini,U","Guha,Chirag",1-0,1570,C89,1888,1,0
1570424,ch-Commonwealth 2014,Glasgow SCO,2014,"Ashwini,U","Bamber,Elaine",0-1,2085,C89,1888,0,1
1571381,15th ch-EUR w 2014,Plovdiv BUL,2014,"Mammadzada,G","Milliet,S",1-0,2406,C89,2182,1,0
1571928,25th Czech Rapid G1 2014,Pardubice CZE,2014,"Maslak,A","Grove,Michael",1-0,2064,C89,2170,1,0
1572783,41st Olympiad Open 2014,Tromso NOR,2014,"Adams,Mi","Aronian,L",1/2-1/2,2805,C89,2740,0,0
1573341,41st Olympiad Women 2014,Tromso NOR,2014,"Jorgensen,L",You Garam,1-0,1487,C89,1939,1,0
1574019,41st Olympiad Women 2014,Tromso NOR,2014,"Olsarova,T","Stolberg Rohr,T",1-0,1960,C89,2271,1,0
1574872,29th Teteven Open 2014,Teteven BUL,2014,"Filev,G","Todorov,Mo",1/2-1/2,2241,C89,2323,0,0
1575334,TCh-TUR Super League 2014,Kocaeli TUR,2014,"Ali Marandi,C","Annaberdiyev,B",1/2-1/2,2238,C89,2397,0,0
1575921,Lichtenberger Sommer 2014,Berlin GER,2014,"Reiser,Ralf","Jensen,Johnn",0-1,1873,C89,1755,0,1
1576598,TCh-SRB Premier 2014,Palic SRB,2014,"Todorovic,GM","Marjanusic,V",1-0,2276,C89,2464,1,0
1577077,75th ch-ARM 1st League 2014,Yerevan ARM,2014,"Alaverdyan,G","Harutyunian,T",0-1,2439,C89,2369,0,1
1577914,TCh-ESP Div Honor 2014,Linares ESP,2014,"Moreno Tejera,E","Ubilava,E",0-1,2480,C89,2435,0,1
1578506,TCh-ESP Div Honor 2014,Linares ESP,2014,"Perez Candelario,Man","Adhiban,Baskaran",1/2-1/2,2619,C89,2575,0,0
1579077,25th NATO Chess 2014,Quebec CAN,2014,"Echavarria Hidalgo,Fernando","Stuhr,Finn",0-1,1800,C89,1788,0,1
1580029,Baku Open 2014,Baku AZE,2014,"Volokitin,And","Agasiyev,Ka",1-0,2394,C89,2642,1,0
1580753,Hong Kong Open 2014,Hong Kong HKG,2014,"Zeng,Yu","Tushar,A",0-1,1880,C89,,0,1
1581178,American Continental 2014,Praia da Pipa BRA,2014,"Dantas,Rhuan de Araujo","Cardoso,Alm",0-1,2066,C89,1719,0,1
1581746,SPICE Cup Open 2014,Saint Louis USA,2014,"Durarbayli,V","Sevian,Samuel",1/2-1/2,2484,C89,2624,0,0
1582418,Chigorin Memorial 2014,St Petersburg RUS,2014,"Kokarev,Dm","Kazhgaleyev,M",1/2-1/2,2566,C89,2626,0,0
1583098,World Senior 65+ 2014,Katerini GRE,2014,"Awawdeh,F","Harding,T",0-1,2095,C89,2012,0,1
1584237,Qatar Masters Open 2014,Doha QAT,2014,"Aravindh,Chithambaram VR.","Salgado Lopez,I",1/2-1/2,2622,C89,2485,0,0
1585015,Qatar Masters Open 2014,Doha QAT,2014,"Safarli,E","Tomashevsky,E",1/2-1/2,2714,C89,2628,0,0
1585650,I Centro Goya Open 2014,Las Palmas ESP,2014,"Perdomo Suarez,Juan Manuel","Monteiro Rodrigues,C",1-0,1512,C89,1346,1,0
1587362,128th MGU Open 2014,Sofia BUL,2014,"Metev,M","Nikolov,O",1-0,1873,C89,2009,1,0
1588151,64th ch-GRE 2014,Vrachati GRE,2014,"Goumas,G","Kapnisis,S",1/2-1/2,2451,C89,2378,0,0
1588604,Philippine Int Open 2014,Quezon City PHI,2014,"Mozharov,M","Grigoryan,Av",1/2-1/2,2580,C89,2557,0,0
1589179,Zadar Open B 2014,Zadar CRO,2014,"Pavic,Filip","Glavicic,Tino",1-0,2013,C89,2197,1,0
1589943,ch-Africa 2014,Windhoek NAM,2014,"Chumfwa,S","Magana,B",1-0,2063,C89,2356,1,0
1590620,44th Rilton Cup 2014-15,Stockholm SWE,2014,"Habu,Y","Ertan,C",0-1,2224,C89,2415,0,1
1591204,90th Hastings Masters 2014-15,Hastings ENG,2015,"Bellin,R","Hebden,M",0-1,2523,C89,2338,0,1
1591751,77th Tata Steel GpA,Wijk aan Zee NED,2015,"Radjabov,T","Aronian,L",1/2-1/2,2797,C89,2734,0,0
1592605,Turkish Cup 2015,Manavgat TUR,2015,"Atamer,T","Mutlu,Bunyamin",0-1,1615,C89,1939,0,1
1593621,Turkish Cup 2015,Manavgat TUR,2015,"Yilmaz,Didem","Atamer,T",0-1,1939,C89,1330,0,1
1594105,Turkish Cup 2015,Manavgat TUR,2015,"Cansun,Can Alp","Barissever,E",0-1,1970,C89,1712,0,1
1594602,Turkish Cup 2015,Manavgat TUR,2015,"Dogan,Sevval","Barissever,E",0-1,1970,C89,1779,0,1
1595113,3rd GRENKE Chess Classic,Baden Baden GER,2015,"Naiditsch,A","Caruana,F",1/2-1/2,2811,C89,2706,0,0
1596058,Uppsala Sportlov 2015,Uppsala SWE,2015,"Pinheiro Diamant,Jonatan","Cardenas,William",0-1,1775,C89,,0,1
1596578,16th ch-EUR Indiv 2015,Jerusalem ISR,2015,"Smirin,I","Kravtsiv,M",1/2-1/2,2565,C89,2650,0,0
1596964,16th ch-EUR Indiv 2015,Jerusalem ISR,2015,"Ferreira,Jor1","Melkumyan,H",0-1,2673,C89,2427,0,1
1597768,16th ch-EUR Indiv 2015,Jerusalem ISR,2015,"Givon,A","Zanan,E",1-0,2327,C89,2473,1,0
1598705,ch-USA 2015,Saint Louis USA,2015,"Sevian,Samuel","Naroditsky,D",1/2-1/2,2633,C89,2531,0,0
1599248,ch-USA 2015,Saint Louis USA,2015,"So,W","Onischuk,Al",1-0,2665,C89,2788,1,0
1599846,Vugar Gashimov Mem 2015,Shamkir AZE,2015,"Anand,V","Carlsen,M",1/2-1/2,2863,C89,2791,0,0
1600652,Japfa GM 2015,Jakarta INA,2015,"Sean,W","Sukandar,I",1/2-1/2,2415,C89,2428,0,0
1601103,ch-MGL w 2015,Ulan Bator MGL,2015,"Amina,Battsooj","Sarantungalag,S",1/2-1/2,1986,C89,1458,0,0
1601931,ch-ROU 2015,Calimanesti-Caciulata ROU,2015,"Lupulescu,C","Georgescu,T",1-0,2477,C89,2631,1,0
1602522,12th V. Nabokov Mem IM,Kyiv UKR,2015,"Grinev,V","Gorbanovsky,O",1/2-1/2,2311,C89,2398,0,0
1603085,ch-MGL w 2015,Ulan Bator MGL,2015,"Otgonsuvd,Batsaikhan","Sarantungalag,S",0-1,1986,C89,,0,1
1603848,4NCL 2014-15,Hinckley Island ENG,2015,"Robson,Caroline J","Hebden,M",0-1,2498,C89,1573,0,1
