id,Event,Site,Date,White,Black,Result,BlackElo,ECO,WhiteElo,White Short Castle,White Long Castle,Black Short Castle,Black Long Castle,Opposite side castling,WhiteWon,BlackWon,Moves,WhiteFinalPiecesCount,BlackFinalPiecesCount,FinalPiecesCount,QueenTrade
109165,URS-JUG,URS,1965,"Parma, Bruno","Spassky, Boris V",1/2-1/2,,C89,,1,0,1,0,0,0,0,42,5,4,9,1
109815,Clare Benedict Cup,Brunnen,1966,"Penrose, Jonathan","Donner, Jan Hein",0-1,,C89,,1,0,1,0,0,0,1,64,2,3,5,1
110732,CSR-ch Int,Harrachov,1966,"Pietzsch, Wolfgang","Jansa, Vlastimil",0-1,,C89,,1,0,1,0,0,0,1,36,8,7,15,1
111848,Kislovodsk,Kislovodsk,1966,"Kholmov, Ratmir D","Tal, Mihail",1/2-1/2,,C89,,1,0,1,0,0,0,0,30,7,7,14,1
112376,La Habana olm fin-C,La Habana,1966,"Durao, Joaquim","Philippe, Georges",1/2-1/2,,C89,,1,0,1,0,0,0,0,24,12,10,22,0
112840,WchTJ U26 fin-B,Oerebro,1966,"Wostin, Rik Hendrik","Glenza, ZA.",1/2-1/2,,C89,,1,0,1,0,0,0,0,32,7,4,11,0
113398,WchTJ U26 fin-B,Oerebro,1966,"Jeannet, R.","Glenza, ZA.",1/2-1/2,,C89,,1,0,1,0,0,0,0,32,9,9,18,1
113943,Rio Hondo zt,Rio Hondo,1966,"Alvarez del Monte, Jose Luis","Quinones, Oscar Carillo",1/2-1/2,,C89,,1,0,1,0,0,0,0,20,12,11,23,0
114375,Santa Monica,Santa Monica,1966,"Fischer, Robert James","Donner, Jan Hein",1/2-1/2,,C89,,1,0,1,0,0,0,0,35,6,5,11,1
114972,Santa Monica,Santa Monica,1966,"Fischer, Robert James","Spassky, Boris V",1/2-1/2,,C89,,1,0,1,0,0,0,0,35,7,6,13,1
115573,BCF-ch U16,Sunderland,1966,"Markland, Peter R","Moon, F.",1-0,,C89,,1,0,1,0,0,1,0,45,8,6,14,0
116263,BCF-ch U16,Sunderland,1966,"Warren, AF.","Corden, Martyn J",0-1,,C89,,1,0,1,0,0,0,1,30,9,9,18,0
116776,BCF-ch,Sunderland,1966,"Coast, P.","Cooke, JR.",1-0,,C89,,1,0,1,0,0,1,0,30,7,6,13,1
117291,URS-ch34,Tbilisi,1966,"Gufeld, Eduard","Geller, Efim P",1/2-1/2,,C89,,1,0,1,0,0,0,0,20,12,11,23,0
117693,URS-chT,URS,1966,"Lepeshkin, Vladimir","Smirnov, A.",0-1,,C89,,1,0,1,0,0,0,1,45,5,3,8,1
118377,URS-chT,URS,1966,"Lutikov, Anatoly S","Spassky, Boris V",1/2-1/2,,C89,,1,0,1,0,0,0,0,59,5,4,9,1
119226,URS-JUG,URS,1966,"Parma, Bruno","Geller, Efim P",1/2-1/2,,C89,,1,0,1,0,0,0,0,27,8,7,15,1
119706,Buenos Aires VC-ch,Buenos Aires,1967,"Rebizzo, Cayetano","Riveiro, Jorge",1-0,,C89,,1,0,1,0,0,1,0,30,8,6,14,1
120248,Caracas zt,Caracas,1967,"Hugues, Esmenares","Reissmann, Paul",1-0,,C89,,1,0,1,0,0,1,0,17,12,10,22,0
120624,WchT U26,Harrachov,1967,"Kristjansson, Bragi","Perecz, Laszlo",1/2-1/2,,C89,,1,0,1,0,0,0,0,22,10,10,20,0
121063,Wch U20,Jerusalem,1967,"Asplund, Lennart","Kaplan, Julio P",1/2-1/2,,C89,,1,0,1,0,0,0,0,15,12,12,24,0
121420,October Revolution 50,Leningrad,1967,"Tringov, Georgi P","Hort, Vlastimil",1/2-1/2,,C89,,1,0,1,0,0,0,0,23,9,9,18,1
121878,Sousse Interzonal,Sousse,1967,"Matanovic, Aleksandar","Geller, Efim P",1/2-1/2,,C89,,1,0,1,0,0,0,0,19,11,10,21,0
122286,URS-chT,URS,1967,Vigolin,"Vinkel, Valery",1/2-1/2,,C89,,1,0,1,0,0,0,0,41,6,5,11,1
122931,NLD-ch,Zierikzee,1967,"Kuijpers, Franciscus Antonius","Krabbe, Tim",1-0,,C89,,1,0,1,0,0,1,0,54,4,2,6,1
123739,Brno KOLT,Brno,1968,"Babula, Milan","Kopecek, I.",1-0,,C89,,1,0,1,0,0,1,0,23,11,10,21,0
124172,Brno KOLT,Brno,1968,"Plsek, P.","Pospisilova, E.",1/2-1/2,,C89,,1,0,1,0,0,0,0,19,12,11,23,0
125017,Lugano ol (Men),Lugano,1968,"Suer, Nevzat","Corominas, F.",1-0,,C89,,1,0,1,0,0,1,0,52,4,5,9,0
125789,Lugano ol (Men),Lugano,1968,"Yanofsky, Daniel Abraham","Rovira Mas, Jorge",1-0,,C89,,1,0,1,0,0,1,0,41,6,4,10,1
126454,Lugano ol (Men),Lugano,1968,"Kristjansson, Bragi","De la Casa, Angel",1-0,,C89,,1,0,1,0,0,1,0,45,9,5,14,0
127157,Lugano ol (Men),Lugano,1968,"Huguet, Bernard","Prameshuber, Aleksander",1-0,,C89,,1,0,1,0,0,1,0,93,2,1,3,1
128402,Manila,Manila,1968,"Torre, Eugenio","De Castro, Edgar",0-1,,C89,,1,0,1,0,0,0,1,41,9,6,15,0
129033,Palma de Mallorca,Palma de Mallorca,1968,"Westerinen, Heikki MJ","Calvo Minguez, Ricardo",1-0,,C89,,1,0,1,0,0,1,0,52,7,6,13,0
129830,URS-chT,URS,1968,"Kirpichnikov, Vladimir S","Steinberg, Mikhail",0-1,,C89,,1,0,1,0,0,0,1,22,11,11,22,0
130258,URS-chT,URS,1968,"Zolotonos, Leonid",Barenboim,0-1,,C89,,1,0,1,0,0,0,1,47,3,4,7,1
130955,URS-ch36,URS,1968,"Tseshkovsky, Vitaly","Zaitsev, Igor A",1-0,,C89,,1,0,1,0,0,1,0,39,8,5,13,0
131584,DDR-ch (Women),Weimar,1968,"Nuenchert, Eveline","Grund, Gisela",1/2-1/2,,C89,,1,0,1,0,0,0,0,28,12,11,23,0
132078,Monte Carlo-B,Monte Carlo,1969,"Ciocaltea, Victor","Mazzoni, Guy",1/2-1/2,,C89,,1,0,1,0,0,0,0,21,10,10,20,0
132510,JUG-24ch,Novi Travnik,1969,"Matanovic, Aleksandar","Ostojic, Predrag",1-0,,C89,,1,0,1,0,0,1,0,43,7,6,13,1
133190,Villa Gesell tt,Villa Gesell,1969,Zavattaro,Maltz,0-1,,C89,,1,0,1,0,0,0,1,30,7,8,15,1
133699,Glorney Cup,"Bearsden, Glasgow",1970,"Bryant, David","Bray, D.",0-1,,C89,,1,0,1,0,0,0,1,26,10,10,20,0
134167,Budapest,Budapest,1970,"Barczay, Laszlo","Adorjan, Andras",1/2-1/2,,C89,,1,0,1,0,0,0,0,26,12,11,23,0
134646,Clare Benedict,Paignton,1970,"Schaufelberger, Heinz","Prameshuber, Aleksander",1/2-1/2,,C89,,1,0,1,0,0,0,0,30,9,8,17,1
135200,Palma de Mallorca Interzonal,Palma de Mallorca,1970,"Matulovic, Milan","Geller, Efim P",1/2-1/2,,C89,,1,0,1,0,0,0,0,18,13,12,25,0
135611,Rubinstein mem,Polanica Zdroj,1970,"Zaitsev, Igor A","Adorjan, Andras",1-0,,C89,,1,0,1,0,0,1,0,32,8,7,15,0
136168,URS-ch38 Riga,Riga,1970,"Balashov, Yuri S","Tseitlin, Mark D",1-0,,C89,,1,0,1,0,0,1,0,39,5,5,10,0
136794,Siegen olm,Siegen,1970,Barriera,"Belkadi, Ridha",0-1,,C89,,1,0,1,0,0,0,1,20,11,11,22,0
137184,Siegen olm,Siegen,1970,"Geller, Efim P","Calvo Minguez, Ricardo",1-0,,C89,,1,0,1,0,0,1,0,33,8,6,14,1
137749,Siegen olm,Siegen,1970,"Santos, Luis","Levy, Mauricio",1-0,,C89,,1,0,1,0,0,1,0,68,3,2,5,1
138691,Siegen olm,Siegen,1970,"Cornelis, Frans B","Ojanen, Kaarle Sakari",1-0,,C89,,1,0,1,0,0,1,0,32,9,8,17,0
139238,Siegen olm,Siegen,1970,Marachi,"Thomsen, Torbjorn",1/2-1/2,,C89,,1,0,1,0,0,0,0,36,7,7,14,1
139821,Siegen olm,Siegen,1970,"Bisson, John","Levy, Mauricio",0-1,,C89,,1,0,1,0,0,0,1,48,6,8,14,0
140544,Skopje,Skopje,1970,"Vasiukov, Evgeni","Barczay, Laszlo",1-0,,C89,,1,0,1,0,0,1,0,30,7,6,13,0
141066,Slater Young Masters,Hastings,1971,"Stean, Michael","Eley, Brian",1-0,,C89,,1,0,1,0,0,1,0,28,10,8,18,0
141569,Wch U20,Athens,1971,Cruz,"Biriescu, Ioan",0-1,,C89,,1,0,1,0,0,0,1,28,9,9,18,1
142047,HUN-ch,Budapest,1971,"Dely, Peter","Adorjan, Andras",1/2-1/2,2465,C89,2480,1,0,1,0,0,0,0,22,12,11,23,0
142476,Capablanca mem,Havana,1971,"Parma, Bruno","Geller, Efim P",1/2-1/2,2630,C89,2510,1,0,1,0,0,0,0,23,11,10,21,0
142932,URS-ch39,Leningrad,1971,"Tal, Mihail","Krogius, Nikolai V",1-0,2575,C89,2620,1,0,1,0,0,1,0,22,13,12,25,0
143364,DDR-ch (Women),Strausberg,1971,"Helm, I.","Bade, Heidrun",0-1,,C89,,1,0,1,0,0,0,1,18,13,11,24,0
143739,USA-72ch,Ventura,1971,"Ebesugawa, Cary","Lee, David L",0-1,,C89,,1,0,1,0,0,0,1,27,7,8,15,0
144222,Barnstaple op,Barnstaple,1972,"Ditmas, HG.","Wedderspoon, AD.",0-1,1800,C89,1800,1,0,1,0,0,0,1,27,10,9,19,0
144720,ARG-ch qual-C,Buenos Aires,1972,"Rubinetti, Jorge A","Bronstein, Luis",1/2-1/2,,C89,,1,0,1,0,0,0,0,22,10,10,20,0
145168,Sao Paulo zt,Sao Paulo,1972,"Gamarra Caceres, Carlos","Vasquez, Julio E",1/2-1/2,2270,C89,,1,0,1,0,0,0,0,59,2,1,3,1
146042,Sao Paulo zt,Sao Paulo,1972,"Gamarra Caceres, Carlos","Quinones, Oscar Carillo",0-1,2290,C89,,1,0,1,0,0,0,1,40,6,5,11,0
146706,Skopje ol (Men) fin-B,Skopje,1972,"Watzka, Horst","Hoen, Ragnar",1-0,2300,C89,2200,1,0,1,0,0,1,0,34,6,4,10,1
147291,Skopje ol (Men) fin-D,Skopje,1972,"Abbou, Mohamed","Potter, H.",1-0,2200,C89,2200,1,0,1,0,0,1,0,34,8,7,15,1
147869,Skopje ol (Men) fin-D,Skopje,1972,"Palmer, Bernard","Krstic, Slobodan",0-1,2200,C89,2200,1,0,1,0,0,0,1,40,4,5,9,0
148524,Skopje ol (Men) fin-D,Skopje,1972,"Camilleri, Henry","Philippe, Georges",0-1,2200,C89,2250,1,0,1,0,0,0,1,49,4,4,8,1
149269,Skopje ol (Men) fin-D,Skopje,1972,"Taha, A.","Philippe, Georges",1-0,2200,C89,2200,1,0,1,0,0,1,0,44,9,8,17,0
149955,Skopje ol (Men) fin-D,Skopje,1972,"Thomsen, D.",Kwan Nam Seng,0-1,2200,C89,2200,1,0,1,0,0,0,1,40,5,3,8,0
150602,Skopje ol (Men) fin-B,Skopje,1972,"Cardoso, Radolfo Tan","Quinones, Oscar Carillo",1-0,2310,C89,2200,1,0,1,0,0,1,0,27,11,11,22,0
151115,Skopje ol (Men) fin-D,Skopje,1972,"Taha, A.","Palmer, Bernard",1/2-1/2,2200,C89,2200,1,0,1,0,0,0,0,52,4,4,8,1
152917,Villa Gesell tt,Villa Gesell,1972,"Covini, Cesar A","Magliaro, F.",1/2-1/2,,C89,,1,0,1,0,0,0,0,62,6,6,12,1
153800,USA op,Chicago,1973,"Matera, Salvatore","Bronson, P.",1-0,,C89,,1,0,1,0,0,1,0,24,11,10,21,0
154242,USA op,Chicago,1973,"Rodriguez, Roberto","Bradford, Joseph M",1-0,,C89,,1,0,1,0,0,1,0,70,3,1,4,0
155224,USA-ch,El Paso,1973,"Browne, Walter S","Gilden, Lawrence C",1-0,2200,C89,2530,1,0,1,0,0,1,0,68,3,2,5,1
156186,Sochi,Sochi,1973,"Korensky, Valeri S","Krogius, Nikolai V",1/2-1/2,2560,C89,2200,1,0,1,0,0,0,0,44,3,3,6,1
156885,IBM,Amsterdam,1974,"Geller, Efim P","Jansa, Vlastimil",1/2-1/2,2535,C89,2610,1,0,1,0,0,0,0,35,8,5,13,1
157473,Kragujevac,Kragujevac,1974,"Ciocaltea, Victor","Tseitlin, Mark D",0-1,,C89,,1,0,1,0,0,0,1,41,6,8,14,0
158120,Mulcahy op,Mulcahy,1974,"Myers, T.","O'Connor, E.",0-1,,C89,,1,0,1,0,0,0,1,31,8,9,17,1
158640,Mulcahy op,Mulcahy,1974,"Short, J.","O'Sullivan, E.",0-1,,C89,,1,0,1,0,0,0,1,35,5,6,11,1
159212,Mulcahy op,Mulcahy,1974,"Roche, L.","Moroney, J.",1/2-1/2,,C89,,1,0,1,0,0,0,0,28,9,8,17,1
159699,Nice olm prel,Nice,1974,"Garcia Martinez, Silvino","Mubarak, Wadha",1-0,2200,C89,2400,1,0,1,0,0,1,0,25,9,8,17,0
160174,Nice olm fin-B,Nice,1974,"Santos, Jose","Bessenay, Maurice",1-0,2400,C89,2200,1,0,1,0,0,1,0,37,8,8,16,0
160784,Nice olm fin-E,Nice,1974,"Tatsutomi, H.","Levy, Mauricio",0-1,2200,C89,2200,1,0,1,0,0,0,1,21,10,10,20,0
161201,Nice olm fin-C,Nice,1974,"Ramirez, Emilio","Velasquez Ojeda, Cesar",1-0,2355,C89,2200,1,0,1,0,0,1,0,34,5,4,9,0
161792,CSR-ch,Rimavska Sobota,1974,"Mista, Ladislav","Plachetka, Jan",1-0,2405,C89,2355,1,0,1,0,0,1,0,37,7,5,12,0
162408,Winnipeg,Winnipeg,1974,"Garcia, Gildardo","Lozano, Tomas R",1/2-1/2,,C89,2335,1,0,1,0,0,0,0,63,3,3,6,1
163320,CAN-ch,Calgary,1975,"Spraggett, Kevin","Dobrich, Walter",1-0,,C89,,1,0,1,0,0,1,0,42,10,8,18,0
163961,Hastings-B7576,Hastings,1975,"Denman, Brian","Rumens, David E",1/2-1/2,,C89,,1,0,1,0,0,0,0,24,10,10,20,0
164429,USA-ch,Oberlin,1975,"Browne, Walter S","Bisguier, Arthur Bernard",1/2-1/2,2445,C89,2550,1,0,1,0,0,0,0,71,2,2,4,1
165434,Rubinstein mem,Polanica Zdroj,1975,"Garcia Martinez, Silvino","Plachetka, Jan",1/2-1/2,2430,C89,2445,1,0,1,0,0,0,0,30,8,8,16,0
165994,Staffordshire op,Staffordshire,1975,"Schroeder, A.","Farley, RJM.",1-0,,C89,,1,0,1,0,0,1,0,63,5,3,8,1
166897,URS-ch43,Yerevan,1975,"Tal, Mihail","Geller, Efim P",1/2-1/2,2600,C89,2645,1,0,1,0,0,0,0,32,7,5,12,0
167447,HUN-ch,Budapest,1976,"Rigo, Janos","Pinter, Jozsef",1/2-1/2,2420,C89,2200,1,0,1,0,0,0,0,40,5,5,10,1
168085,ARG-ch,Buenos Aires,1976,"Dorin, Mauricio","Gimenez, Victor",0-1,,C89,,1,0,1,0,0,0,1,49,3,6,9,1
168832,WchT U26 prel-1,Caracas,1976,"Brito, Walter","Ahad, Wazin",0-1,,C89,,1,0,1,0,0,0,1,33,8,8,16,0
169381,EU-ch U20 fin-D,Groningen,1976,"Aygousti, A.","Triller, R.",1-0,,C89,,1,0,1,0,0,1,0,30,9,7,16,0
169893,Las Palmas,Las Palmas,1976,"Byrne, Robert E","Geller, Efim P",1/2-1/2,2620,C89,2540,1,0,1,0,0,0,0,53,5,4,9,1
170686,Reykjavik,Reykjavik,1976,"Timman, Jan H","Johannsson, Ingi Randver",1-0,,C89,,1,0,1,0,0,1,0,37,7,7,14,0
171299,URS-ch otbor,Rostov,1976,"Kudriashov, Anatoli","Butnorius, Algimantas",1-0,2200,C89,2380,1,0,1,0,0,1,0,38,7,5,12,0
171933,SCO-ch,Glasgow,1977,"Lennox, CJ.","Reid, Alan",0-1,,C89,,1,0,1,0,0,0,1,55,4,4,8,1
172722,ITA-ch38,Castelvecchio Pascoli,1977,"Passerotti, Pierluigi","Cappello, Renato",0-1,2345,C89,2380,1,0,1,0,0,0,1,41,5,6,11,0
173397,Baden-ch,Zell,1977,"Syska, Albert","Herbrechtsmeier, Christof",0-1,,C89,,1,0,1,0,0,0,1,27,11,9,20,0
173883,Alicante,Alicante,1978,"Rohde, Michael A","Beliavsky, Alexander G",0-1,2545,C89,2425,1,0,1,0,0,0,1,37,9,6,15,0
174488,Bucharest,Bucharest,1978,"Ghinda, Mihail Viorel","Lukacs, Peter",1-0,2460,C89,2445,1,0,1,0,0,1,0,34,5,5,10,1
175072,Tungsram,Budapest,1978,"Kuzmin, Gennadi P","Nunn, John DM",1/2-1/2,2440,C89,2560,1,0,1,0,0,0,0,24,10,10,20,0
175531,Buenos Aires ol (Men),Buenos Aires,1978,"Hon Kah Seng, Christie","Bademian, Jose",1-0,2235,C89,2200,1,0,1,0,0,1,0,52,5,3,8,1
176332,Buenos Aires ol (Men),Buenos Aires,1978,"Larsen, S.","Philippe, Georges",1/2-1/2,2220,C89,2200,1,0,1,0,0,0,0,52,2,2,4,1
177135,Buenos Aires ol (Men),Buenos Aires,1978,"Tringov, Georgi P","Sampouw, Jacobus S",1/2-1/2,2315,C89,2480,1,0,1,0,0,0,0,42,5,4,9,1
177823,Buenos Aires ol (Women),Buenos Aires,1978,"Kas Fromm, Rita","Hund, Barbara",1/2-1/2,2075,C89,2100,1,0,1,0,0,0,0,38,8,6,14,0
178462,Kubin op,Kubin,1978,"Durnik, Stefan","Struhar, Jan",0-1,,C89,,1,0,1,0,0,0,1,45,7,7,14,0
179135,Makarczyk mem,Lodz,1978,"Luczak, Andrzej","Lukacs, Peter",1/2-1/2,2460,C89,2200,1,0,1,0,0,0,0,39,5,6,11,1
179771,Lloyds Bank op,London,1978,"Silman, Jeremy D","Malachi, Avraham",1-0,2265,C89,2360,1,0,1,0,0,1,0,32,7,2,9,1
180330,Lvov zt,Lvov,1978,"Kuzmin, Gennadi P","Beliavsky, Alexander G",1/2-1/2,2545,C89,2535,1,0,1,0,0,0,0,35,9,7,16,0
180917,Reggio Emilia7879,Reggio Emilia,1978,"Nikolic, S.","Pederzoli, Sergio",1-0,2205,C89,2350,1,0,1,0,0,1,0,22,9,9,18,0
181369,Rilton Cup,Stockholm,1978,"Svenn, Matti","Plachetka, Jan",1/2-1/2,2470,C89,2285,1,0,1,0,0,0,0,38,8,7,15,0
181999,URS-ch otbor,Beltsy,1979,"Nekrasov, Mihail","Taborov, Boris",1/2-1/2,2370,C89,2200,1,0,1,0,0,0,0,31,7,7,14,1
182552,URS-ch otbor,Beltsy,1979,"Palatnik, Semon","Taborov, Boris",1-0,2370,C89,2515,1,0,1,0,0,1,0,52,3,5,8,0
183339,URS-ch otbor,Beltsy,1979,"Kaiumov, Dmitry D","Stenberg, O.",1/2-1/2,2320,C89,2200,1,0,1,0,0,0,0,52,3,2,5,0
184134,DEN-chJ int,Hinnerup,1979,"Bressers, Rene","Jansson, Joran",1-0,,C89,,1,0,1,0,0,1,0,42,7,6,13,1
184786,Naleczow,Naleczow,1979,"Nicevski, Risto","Plachetka, Jan",1-0,2445,C89,2380,1,0,1,0,0,1,0,29,10,7,17,0
185301,Pellestrina op-F,Pellestrina,1979,"Marchioli, R.","Viaggi, S.",1-0,,C89,,1,0,1,0,0,1,0,51,7,5,12,1
186658,JUG-URS,URS,1979,"Petrosian, Tigran V","Ivkov, Borislav",1/2-1/2,2525,C89,2610,1,0,1,0,0,0,0,31,8,9,17,1
187194,Ohio-ch qual,Cleveland,1980,"Federl, Alan R","Culver, Bill",1-0,,C89,,1,0,1,0,0,1,0,43,5,2,7,1
187860,Hastings8081,Hastings,1980,"Brito, Luizmar J","Littlewood, Paul E",0-1,2440,C89,2255,1,0,1,0,0,0,1,38,7,7,14,0
188489,Hastings8081,Hastings,1980,"Popovic, Petar","Pinter, Jozsef",1/2-1/2,2535,C89,2490,1,0,1,0,0,0,0,28,9,7,16,0
189007,Bayern-ch,Kitzingen,1980,"Weigel, Herbert","Seibold, Hubert",1/2-1/2,,C89,,1,0,1,0,0,0,0,20,11,10,21,0
189415,Malta ol (Men),La Valetta,1980,"Lamm, Steffen","Sugimoto, K.",0-1,2200,C89,2200,1,0,1,0,0,0,1,29,7,7,14,1
189934,Manchester Benedictine,Manchester,1980,"Morris, Walter D","Morrison, Chris",1-0,,C89,2380,1,0,1,0,0,1,0,24,12,9,21,0
190404,URS-FL,Tashkent,1980,"Chiburdanidze, Maia","Tseshkovsky, Vitaly",1/2-1/2,2595,C89,2400,1,0,1,0,0,0,0,33,6,5,11,0
190979,URS-ch48,Vilnius,1980,"Balashov, Yuri S","Tseshkovsky, Vitaly",1/2-1/2,2595,C89,2600,1,0,1,0,0,0,0,30,9,9,18,0
191518,BCF-ch,Morecambe,1981,"Toothill, John","Law, Andrew P",1/2-1/2,2385,C89,,1,0,1,0,0,0,0,28,9,7,16,0
192022,SVK-ch,Bardejov,1981,"Treybal, Dusan","Franzen, Josef",0-1,2365,C89,2295,1,0,1,0,0,0,1,46,3,5,8,0
192733,HUN-ch,Budapest,1981,"Sax, Gyula","Pinter, Jozsef",1/2-1/2,2550,C89,2560,1,0,1,0,0,0,0,67,5,4,9,0
193675,Budva zt,Budva,1981,"Hulak, Krunoslav","Ivkov, Borislav",1/2-1/2,2510,C89,2475,1,0,1,0,0,0,0,41,6,6,12,1
194333,Bundesliga 8081,Germany,1981,"Schifferdecker, Wilhelm","Radic, P.",1/2-1/2,,C89,,1,0,1,0,0,0,0,35,7,7,14,0
194922,Bundesliga 8081,Germany,1981,"Schulz, J.","Radic, P.",1-0,,C89,,1,0,1,0,0,1,0,57,8,6,14,1
195737,WchT U26,Graz,1981,"Narchi, M.","Elrimawi, B.",1/2-1/2,,C89,,1,0,1,0,0,0,0,29,12,11,23,0
196225,Ljubljana,Ljubljana,1981,"Sznapik, Aleksander","Djuric, Stefan",1/2-1/2,2460,C89,2470,1,0,1,0,0,0,0,42,6,6,12,0
196911,Yerevan,Yerevan,1981,"Airapetian, An","Rositsan, Max",1-0,2200,C89,2200,1,0,1,0,0,1,0,34,8,8,16,0
197485,Yerevan,Yerevan,1981,"Agzamov, Viachesiav","Agzamov, Georgy",1-0,2435,C89,2255,1,0,1,0,0,1,0,43,7,6,13,1
198161,FRG Hochschul-ch,Aachen,1982,"Barth, Norbert",Feist,0-1,,C89,,1,0,1,0,0,0,1,20,10,10,20,0
198559,FRG Hochschul-ch,Aachen,1982,"Stark, HW.","Willke, Heiko",0-1,,C89,,1,0,1,0,0,0,1,26,8,8,16,0
199037,Alkmaar op-C,Alkmaar,1982,"Dammers, U.","Bosma, B.",0-1,,C89,,1,0,1,0,0,0,1,20,12,10,22,0
199429,Alkmaar op,Alkmaar,1982,"Boots, A.","Van der Sluijs, A.",1-0,,C89,,1,0,1,0,0,1,0,25,8,8,16,0
199898,Baile Herculane zt,Baile Herculane,1982,"Georgiev, Krum","Lukacs, Peter",1-0,2470,C89,2465,1,0,1,0,0,1,0,41,8,5,13,0
200565,Midwest Masters,Chicago,1982,"Karklins, Eric","Chow, Albert",1-0,2290,C89,2155,1,0,1,0,0,1,0,30,8,6,14,0
201098,Bundesliga 8182,Germany,1982,"Schulz, J.","Gergs, Wolfgang",1/2-1/2,2240,C89,2255,1,0,1,0,0,0,0,21,12,12,24,1
201523,Regionalliga Nord,Germany,1982,"Wegner, Hannu","Siegmann, J.",0-1,,C89,,1,0,1,0,0,0,1,24,11,11,22,0
201973,Luzern ol (Men),Luzern,1982,"Smith, Robert W","Davila, Juan",1-0,,C89,2225,1,0,1,0,0,1,0,28,10,9,19,0
202476,Luzern ol (Men),Luzern,1982,Ye Jiangchuan,"Tan, Chor Chuan",1-0,,C89,2385,1,0,1,0,0,1,0,53,5,2,7,1
203270,Luzern ol (Men),Luzern,1982,"Garcia Martinez, Silvino","Pinter, Jozsef",1-0,2550,C89,2440,1,0,1,0,0,1,0,41,6,5,11,1
203946,Luzern ol (Men),Luzern,1982,"Zafar, Saeed Uz","Tan, Chor Chuan",1/2-1/2,,C89,2255,1,0,1,0,0,0,0,41,7,7,14,0
204619,Luzern ol (Men),Luzern,1982,"Moraza, Manuel","Zafar, Saeed Uz",0-1,2255,C89,2200,1,0,1,0,0,0,1,37,6,6,12,1
205238,NZD-ch,NZL,1982,"Smith, Robert W","Sarfati, Jonathan D",1-0,,C89,2225,1,0,1,0,0,1,0,21,12,12,24,0
205649,Reykjavik op,Reykjavik,1982,"Byrne, Robert E","Angantysson, Haukur",1/2-1/2,2400,C89,2515,1,0,1,0,0,0,0,51,4,5,9,1
206421,Reykjavik op,Reykjavik,1982,"Shamkovich, Leonid","Iskov, Gert",1-0,2380,C89,2470,1,0,1,0,0,1,0,32,9,6,15,0
206977,Sochi,Sochi,1982,"Psakhis, Lev","Geller, Efim P",0-1,2565,C89,2615,1,0,1,0,0,0,1,51,3,3,6,1
207729,Bayern-ch (Women),Tirschenreuth,1982,"Sotter, Gerlinde","Muench, Ursula",1-0,,C89,,1,0,1,0,0,1,0,32,10,7,17,0
208285,Reti mem,Trnava,1982,"Damljanovic, Branko","Franzen, Josef",0-1,2370,C89,2405,1,0,1,0,0,0,1,60,3,3,6,1
209144,Vinkovci,Vinkovci,1982,Grigic,"Ledic, Tomislav",1/2-1/2,2310,C89,2200,1,0,1,0,0,0,0,22,12,11,23,0
209569,Hoogovens-B,Wijk aan Zee,1982,"Hjartarson, Johann","Iskov, Gert",1/2-1/2,2380,C89,2425,1,0,1,0,0,0,0,31,10,8,18,1
210114,Alkmaar op,Alkmaar,1983,"Van Egmond, J.","Spaan, Martijn",0-1,,C89,,1,0,1,0,0,0,1,30,7,8,15,0
210644,WchT U26,Chicago,1983,Liang Jinrong,"Chow, Albert",1-0,,C89,2395,1,0,1,0,0,1,0,23,12,10,22,0
211075,Capablanca mem-A,Cienfuegos,1983,"Boudy, Julio","Rodriguez, Amador",0-1,2475,C89,2335,1,0,1,0,0,0,1,71,2,3,5,1
212068,Nordic-ch,Esbjerg,1983,"Hansson, Dan","Westerinen, Heikki MJ",0-1,2385,C89,2320,1,0,1,0,0,0,1,41,6,6,12,0
212725,EU-ch U20,Groningen,1983,"Bator, Robert","Ebeling, Mika",0-1,,C89,2315,1,0,1,0,0,0,1,29,9,9,18,0
213233,EU-ch U20,Groningen,1983,"Nijboer, Friso","Mannion, Stephen R",1/2-1/2,,C89,2285,1,0,1,0,0,0,0,26,11,8,19,0
213719,Toth mem,Kecskemet,1983,"Eslon, Jaan","Barczay, Laszlo",1-0,2435,C89,2430,1,0,1,0,0,1,0,56,5,4,9,1
214539,Lloyds Bank op,London,1983,"Ady, Jonathan James","Littlewood, Paul E",1/2-1/2,2465,C89,2255,1,0,1,0,0,0,0,16,13,12,25,0
214915,New York Kavkasian,New York,1983,"Ivanov, Igor V","Hebden, Mark",1-0,2495,C89,2515,1,0,1,0,0,1,0,52,5,4,9,1
215692,New York Kavkasian,New York,1983,"Byrne, Robert E","Hebden, Mark",1-0,2495,C89,2515,1,0,1,0,0,1,0,31,11,9,20,0
216232,EU-chT Plovdiv,Plovdiv,1983,"Sax, Gyula","Nikolic, Predrag",1/2-1/2,2490,C89,2560,1,0,1,0,0,0,0,55,4,4,8,1
217052,Wijk radio,Wijk aan Zee,1983,"Timman, Jan H","Nunn, John DM",0-1,,C89,2605,1,0,1,0,0,0,1,29,7,6,13,0
217560,BRA-ch 51th,Cabo Frio,1984,"Refskalevsky, Carlos","Pereira, Ernesto",0-1,,C89,,1,0,1,0,0,0,1,57,2,3,5,1
