id,Plays
1507160,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Be3 Bg4 16. Qd3 Rae8 17. Nd2 Kh8 18. Bd1 Re6 19. Bxg4 Qxg4 20. Qf1 f5 21. f3 Qh5 22. Bf2 Rh6 23. Qg2 Rg6 24. Kh1 Nf4 25. Qf1 Nh3 26. f4 Nxf4 27. Be3 Nd5 28. Qf3 Qh3 29. Bf4 Bxf4 30. gxf4 Qh4 31. Re5 Rh6 32. Nf1 Nxf4 33. Rae1 g5 34. Re8 Rf6 35. Ng3
1507768,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. d4 exd4 11. cxd4 Be6 12. Nc3
1508103,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Be3 Bg4 16. Qd3 Qh5 17. Nd2 Rae8 18. a4 Re6 19. axb5 axb5 20. Nf1 Bf5 21. Qd2 Bh3 22. Bd1 Qg6 23. Bf3 Qf5 24. Qd1 h5 25. Be2 Qe4 26. Bf3 Qf5 27. Be2 Qe4 28. Bf3 Qf5 29. Be2
1508621,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Qe2 Bg4 16. Qf1 Qh5 17. Nd2 Rae8 18. f3 Bh3 19. Qf2 Rxe1+ 20. Qxe1 Bf4 21. Bxd5 Bxd2 22. Bxd2 Qxd5 23. Qe4 Qd7 24. Re1 Be6 25. a3 Re8 26. g4 f6 27. h3 Bf7 28. Qf4 Rxe1+ 29. Bxe1 h6 30. Qe4 Bd5 31. Qe3 Qe6 32. Kf2 Qxe3+ 33. Kxe3 Kf7 34. h4 g6 35. Bg3 h5 36. gxh5 gxh5 37. Bd6
1509242,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 Nf6 12. d4 Bd6 13. Re1 Ng4 14. h3 Qh4 15. Qf3 Rb8 16. Re2 Nh2 17. Qe4 Bg4 18. Nd2 h5 19. hxg4 Rfe8 20. Qxe8+ Rxe8 21. Rxe8+ Kh7 22. Bc2+ g6 23. Ne4 Nxg4 24. Ng5+ Kg7 25. Nh3 Qf6 26. Bg5 Bh2+ 27. Kf1 Qc6 28. Bd3 Qxe8 29. Re1 Qc6 30. Bd2 Bd6 31. Ng5 Qd5 32. Nf3 c5 33. Bc2 Qxa2 34. Bc1 Qc4+ 35. Kg1 cxd4 36. Nxd4 b4 37. Bb3 Qd3 38. Bc2 Qc4 39. Bb3 Qc7 40. Bd2 Bc5 41. g3 h4 42. Re4 Qd7 43. Rf4 f5 44. cxb4 Bb6 45. Bc3 Kh7 46. Kg2 Qb7+ 47. Kg1 h3 48. f3 Bxd4+ 49. Bxd4 g5 50. Rxf5 Qxb4 51. fxg4 Qxd4+ 52. Kh2 Qxg4 53. Bc2 Qe2+ 54. Rf2+
1510055,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Be3 Bg4 16. Qd3 f5 17. Qf1 Qxf1+ 18. Kxf1 f4 19. gxf4 Bxf4 20. Bxf4 Rxf4 21. Nd2 Raf8 22. f3 Bxf3 23. Nxf3 Rxf3+ 24. Kg1 Rf2 25. Re6 R8f6 26. Rxc6 R2f5 27. Rxf6 gxf6 28. Re1 Kg7 29. Bxd5 Rxd5 30. Kf2 h5 31. Re2 Kg6 32. Ke3 h4 33. b3 h3 34. c4 bxc4 35. bxc4 Ra5 36. c5 Ra3+ 37. Ke4 f5+ 38. Kd5 Rc3 39. Kd6 f4 40. c6 f3 41. Rd2 Kf5 42. d5 Ke4 43. c7 Ke3 44. Rb2 f2 45. Rb1 Ke4 46. Rf1 Kf3 47. Kd7 Kg2 48. Rxf2+ Kxf2 49. c8=Q Rxc8 50. Kxc8 Kg2 51. d6 Kxh2 52. d7 Kg1 53. d8=Q h2 54. Qd1+ Kg2 55. a4 a5 56. Kb7
1510869,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O b5 6. Bb3 Be7 7. Re1 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 Nf6 12. d4 Bd6 13. Re1 Ng4 14. h3 Bh2+ 15. Kf1 Nxf2 16. Qf3 Nh1 17. Bf4 Bxf4 18. Qxf4 g5 19. Qf3 Qd6 20. Re5 h6 21. Nd2 g4 22. hxg4 Qg6 23. Ne4 Kg7 24. g5 h5 25. Nf6 Bg4 26. Nxg4 hxg4 27. Qf5 Ng3+
1511403,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. Re1 Bd6 13. d4 Qh4 14. g3 Qh3 15. Qf3 Bg4 16. Qg2 Qh5 17. Be3 Bf3 18. Qf1 f5 19. Nd2 f4 20. Nxf3 fxe3 21. Rxe3 Rxf3 22. Re6 Rd8 23. c4 bxc4 24. Qxc4 Rxf2 25. Kxf2 Qxh2+ 26. Ke1 Bxg3+ 27. Kd1 Qg1+ 28. Kc2 Qxa1 29. Rxc6 Bf4 30. Kd3 Qf1+ 31. Ke4 Qg2+ 32. Kd3 Qd2+ 33. Ke4 Qe3+
1511992,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Re4 Qd7 16. Re1 Qh3 17. Re4 Qd7 18. Re1 Qh3
1512390,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Be3 Bg4 16. Qd3 Rae8 17. Nd2 f5 18. Qf1 Qh5 19. Qg2 f4 20. Bxd5+ cxd5 21. Bxf4 Bxf4 22. gxf4 Rxf4 23. Rxe8+ Qxe8 24. Qg3 Qf7 25. Re1 h6 26. h3 Bd7 27. Re3 Rf6 28. Rf3 Rxf3 29. Nxf3 Qf5 30. Kg2 Qe4 31. Qh4 Qg6+ 32. Kh2 Qc2 33. Kg2 Qg6+ 34. Qg4 Bxg4
1512975,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. d4 exd4 10. e5 Ne4 11. Nxd4 Na5 12. f3 Ng5 13. Bc2 c5 14. Nf5 Bxf5 15. Bxf5 Nc4 16. f4 Ne4 17. Qe2 g6 18. Bxe4 dxe4 19. Qxe4 Qd7 20. b3 Nb6 21. Be3 Rad8 22. c4 bxc4 23. bxc4 f5 24. Qc2 g5 25. Nd2 gxf4 26. Bxf4 Qd4+ 27. Be3 Qxe5 28. Bh6 Qd4+ 29. Kh1 Rf7 30. Nf3 Qxc4 31. Qf2 Rd6 32. Rac1 Qa4 33. Bg5 Bxg5 34. Nxg5 Rf8 35. Qf3 Rff6 36. Qh5 h6 37. Re8+ Kg7 38. Re7+ Kg8 39. Rce1 Nd5 40. Re8+ Rf8 41. Rxf8+ Kxf8 42. Qf7#
1513648,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Bxd5 cxd5 16. Qf3 Bf5 17. Qxd5 Rad8 18. Qg2 Qh5 19. f3 Bh3 20. Qf2 f5 21. Nd2 g5 22. b3 f4 23. g4 Qg6 24. Ne4 h5 25. gxh5 Qh6 26. Kh1 Be7 27. a4 b4 28. c4 Qxh5 29. Bb2 Rf7 30. Rg1 Kh7 31. d5 Rg8 32. Qe2 g4 33. Nf2 gxf3 34. Qe4+ Bf5 35. Rxg8 Kxg8 36. Rg1+ Kh7 37. Qxf4 Bg6 38. Qxf7+ Bxf7 39. Rg7+ Kh8 40. Rg5+ Kh7 41. Rxh5+ Bxh5 42. Ne4 Bg6 43. Nf6+ Kg7 44. d6 Bd8 45. Nd5+ Kf7 46. Kg1 Bc2 47. c5 Bxb3 48. Nxb4 Bxa4 49. Nxa6 Ke6 50. Bd4 Kd5 51. Bf2 Ba5 52. h4 Bd2 53. Nb8 Ke6 54. d7 Ba5 55. Be3 Kd5 56. Kf2 Bd1 57. Bd2 Bc7 58. Na6 Bd8 59. Bg5 Ba5 60. d8=Q+ Bxd8 61. Bxd8 Be2 62. Nc7+ Kxc5 63. Ne6+ Kd6 64. Nd4 Bd1 65. Nxf3 Ke6 66. h5 Kf5 67. h6 Kg6 68. Bg5 Bc2 69. Ke3 Bb1 70. Kf4 Bc2 71. Ne5+ Kh7 72. Nd7 Bb1 73. Nf6+ Kg6 74. h7 Kg7 75. Bh6+ Kh8 76. Bf8 Bxh7 77. Kg5
1514708,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. d4 exd4 10. e5 Ne4 11. cxd4 Bf5 12. Nbd2 Nb4 13. Nf1 c5 14. a3 Nc6 15. Ne3 Be6 16. Bc2 f5 17. exf6 Bxf6 18. dxc5 Nxc5 19. Nf5
1515117,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Qf3 Bg4 16. Qg2 Qh5 17. Be3 Bf3 18. Qf1 f5 19. Nd2 f4 20. Nxf3 fxe3 21. Rxe3 Rxf3 22. Rxf3 Qxf3 23. c4 bxc4 24. Qxc4 Rc8 25. Qxa6 Rc7 26. Rc1 Rf7 27. Qf1 Kf8 28. Qg2 Qf5 29. Bc4 Rf6 30. Rf1 Bc7 31. b3 Nf4 32. Qh1 Nh3+ 33. Kg2 Qf3+
1515687,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Be3 Bg4 16. Qd3 Nxe3 17. Qxe3 Rae8 18. Qxe8 Bf3
1516107,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. d4 dxe4 10. Nxe5 Nxe5 11. dxe5 Qxd1 12. Bxd1 Nd7 13. Rxe4 Nc5 14. Rd4 Ne6 15. Rd2 Bg5 16. Rc2 Bxc1 17. Rxc1 Nf4 18. Bf3 Rb8 19. Rd1 Ng6 20. Nd2 Nxe5 21. Be4 Nc4 22. b4 Nb2 23. Re1 Rb6 24. Bc2 Rc6 25. Rab1 Nc4 26. Nxc4 Rxc4 27. Re3 Rd8 28. Rd1 Rxd1+ 29. Bxd1 Kf8 30. Kf1 Be6 31. Bb3 Rc6 32. Bxe6 Rxe6 33. Rxe6 fxe6 34. Ke2 Ke7 35. Kd3 e5 36. Ke4 Ke6 37. h3 c6 38. g3 Kf6 39. f4 exf4 40. Kxf4 Ke6 41. Ke4 Kd6 42. h4 c5 43. g4 cxb4 44. cxb4 Ke6 45. Kd4 h5 46. gxh5 Kf5 47. Kc5 Kg4 48. Kb6 Kxh5 49. Kxa6 Kxh4 50. Kxb5 g5 51. Ka4 g4 52. b5 g3 53. b6 g2 54. b7 g1=Q 55. b8=Q Qd1+ 56. Qb3 Qd7+ 57. Ka5 Qa7+ 58. Kb5 Qb7+ 59. Kc5 Qc7+ 60. Kd5 Qd7+ 61. Ke5 Qc7+ 62. Kf5 Qh7+ 63. Kf4 Qc7+ 64. Kf3 Qg3+ 65. Ke4 Qg6+ 66. Ke3 Qg3+ 67. Kd4 Qf4+ 68. Kc3 Qe5+ 69. Kd2 Qh2+ 70. Kc1 Qf4+ 71. Kc2 Qf2+ 72. Kc3 Qf6+ 73. Kc2 Qf2+ 74. Kb1 Qe1+ 75. Kb2 Qd2+ 76. Ka3 Kg5 77. Qb4 Qc1+ 78. Ka4 Qc2+ 79. Qb3 Qe4+ 80. Kb5 Qb7+ 81. Kc5
1517253,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 e4 10. dxc6 exf3 11. d4 fxg2 12. Qf3 Be6 13. Bf4 a5 14. Nd2 Ra6 15. Qxg2 Bd5 16. Bxd5 Nxd5 17. Bh6 Bf6 18. Re5 Ne7 19. Rxb5 Rxc6 20. Bf4 Re6 21. Rxa5 c6 22. Nc4 Nd5 23. Bg3 Rfe8 24. Qf3 g6 25. Ra7 h5 26. a4 h4 27. Be5 c5 28. a5 cxd4 29. cxd4 Rf8 30. Rb7 Bxe5 31. dxe5 Rc6 32. b3 Qc8 33. a6 Rc5 34. h3 g5 35. Kh2 f6 36. Rg1 Nc7 37. a7 Qe6 38. Rxc7
1517871,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Re4 Qf5 16. Nd2 Qg6 17. Re1 Bf5 18. Nf3 Bg4 19. Nh4 Qh5 20. Qd3 f5 21. c4 bxc4 22. Qxc4 Rac8 23. Re6 Rfd8 24. Qxa6 f4 25. Rxd6 Rxd6 26. Bxf4 Rf6 27. Be5 Rf7 28. Rc1 Qh6 29. f4 Qe6 30. f5
1518393,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d3 Bd6 13. Re1 Bf5 14. Qf3 Qf6 15. Nd2 Qg6 16. Bd1 Bxd3 17. Ne4 Bxe4 18. Qxe4 Qxe4 19. Rxe4 Rfe8 20. Rxe8+ Rxe8 21. Kf1 Be5 22. Bd2 b4 23. Rc1 bxc3 24. bxc3 Bf4 25. Bxf4 Nxf4 26. Bf3 Nd5 27. c4 Nb4 28. Rb1 c5 29. a3 Nc2 30. Bd5 Kf8 31. g3 Nxa3 32. Rb2 g6 33. h4 h5 34. Rb7 Re7 35. Rb8+ Re8 36. Rb2 Re7 37. Kg2 Kg7 38. Kf3 f5 39. Ra2 Nb1 40. Rxa6 Nd2+ 41. Kg2 Nb3 42. Rc6 Kh6 43. Rc8 Kg7 44. Bf3 Ra7 45. Bc6 Nc1 46. Rd8 Rc7 47. Rd6 Re7 48. Bb5 Nb3 49. Rd5 Ra7 50. Rd6 Re7 51. Rc6 Ra7 52. Rc8 Nd2 53. Re8 Ne4 54. Bc6 Nf6 55. Re5 Ng4 56. Re2 Kf6 57. Bd5 Re7 58. Ra2 Kg7 59. Kf3 Ne5+ 60. Kg2 Ng4 61. Rb2 Kh7 62. Bf3 Ne5 63. Re2 Kg7 64. Bd5 Kf6 65. Ra2 Kg7 66. Ra6 Kh7 67. Rd6 Kg7 68. Ra6 Kh7 69. Ra8 Ng4 70. Kf3 Ne5+ 71. Kg2 Ng4 72. Ra2 Kg7 73. Rd2 Ne5 74. Re2 Nc6 75. Rd2 Ne5 76. Ra2
1519459,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O b5 6. Bb3 Be7 7. Re1 O-O 8. c3 d5 9. exd5 Nxd5 10. d4 exd4 11. Nxd4 Nxd4 12. Qxd4 Bb7 13. Bf4 Nxf4 14. Qxf4 Bd6 15. Qg4 Qf6 16. h3 Bc5 17. Re2 Rae8 18. Nd2 Re5 19. Rxe5 Qxe5 20. Rd1 h5 21. Nf3 Qe2 22. Qxh5 Qxf2+ 23. Kh1 Bd6 24. Qg4 Qxb2 25. Ng5 Qf2 26. Rg1 Bc5 27. Rd1 Bd6 28. Rg1 Bc5 29. Rd1 Bd6 30. Rg1 Bc5 31. Rd1
1520020,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Be3 Bg4 16. Qd3 Rae8 17. Nd2 Qh5 18. a4 f5 19. Bxd5+ cxd5 20. f4 g5 21. Qf1 Re6 22. fxg5 Rfe8 23. Qf2 h6 24. gxh6 f4 25. Bxf4 Re2 26. Rxe2 Rxe2 27. Qxe2 Bxe2 28. Bxd6 Qxh6 29. Bf4 Qg6 30. Re1 Qh5 31. axb5 axb5 32. h3 Bd3 33. Kg2 Kf7 34. g4 Qh8 35. Kg3 Qa8 36. Nf3 Be4 37. Ng5+ Kf6 38. Nxe4+ dxe4 39. h4 Qa2 40. Rxe4 Qxb2 41. Be5+ Kf7 42. Rf4+ Ke6 43. Rf3 Qc1 44. g5 Qe1+ 45. Kh3 Kd5 46. Bh2 Qh1 47. Rf4 Qc1 48. g6 Qxc3+ 49. Bg3 Qc8+ 50. Rg4 b4 51. g7 Qg8 52. Be1 b3 53. Bc3 Kc4 54. Rg3 Qe6+ 55. Kh2 Qg8 56. h5 Kd5 57. h6 Kd6 58. Kg2 Qc4 59. g8=Q Qe2+ 60. Kg1 Qd1+
1520900,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. d4 exd4 11. Nxd4 Nxd4 12. cxd4 Bf6 13. Nc3 Nxc3 14. bxc3 Bb7 15. Ba3 Re8 16. Qg4 Qc8 17. Qg3 Qd7 18. h3 a5 19. Rac1 a4 20. Rxe8+ Rxe8 21. Bd1 Bd5 22. Bg4 Qd8 23. Rc2 Re1+ 24. Kh2 Bh4 25. Qf4 Bg5 26. Qf5 g6
1521386,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 e4 10. dxc6 exf3 11. d4 fxg2 12. Bf4 a5 13. Qf3 a4 14. Bd1 Re8 15. Nd2 Be6 16. Qxg2 a3 17. b3 b4 18. Be5
1521772,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Bxd5 cxd5 16. Be3 f5 17. f4 g5 18. Qf3 Bb7 19. Nd2 Rae8 20. Rf1 gxf4 21. Bxf4 Bxf4 22. Qxf4 Re2 23. Rf2 Rxf2 24. Qxf2 Qh6 25. Qf4 Qxf4 26. gxf4 Re8 27. Kf2 Kf7 28. Re1 Rxe1 29. Kxe1 Kg6 30. Kf2 Kh5 31. Kg3 Bc6 32. b3 Be8 33. a3 Kg6 34. c4 bxc4 35. bxc4 dxc4 36. Nxc4 Kf6 37. Ne3 Bg6 38. Kf2 Bh5 39. d5 Bg6 40. Ke2 Ke7 41. Kd3 Kd7 42. Kd4 Kd6 43. Nc4+ Ke7 44. d6+ Kd7 45. Kc5 Bh5 46. Ne5+ Kd8 47. Kc6
1522496,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. d4 exd4 11. Nxd4 Nxd4 12. cxd4 Bb7 13. Nc3 Nf6 14. Qe2 Bb4 15. a3 Ba5 16. Be3 Re8 17. Rac1 Qd7 18. h3 Rad8 19. Red1 h6 20. Qc2 Ne4 21. Nxe4 Bxe4 22. Qc5 Bb6 23. Qc3 Qd6 24. Bc2 Qg6 25. Bxe4 Qxe4 26. Qd3 Qd5 27. b4 Re6 28. Rd2 Rg6 29. g3 Qf3 30. Kh2 h5 31. Bf4 Qxd3 32. Rxd3 Rxd4 33. Rxd4 Bxd4 34. Rxc7 Bxf2 35. Rc8+ Kh7 36. Rc7 Rf6 37. Rc2 Bb6 38. Rd2 h4 39. Kg2 hxg3 40. Kxg3 Re6 41. Rd3 Kg6 42. Kg4 Kf6 43. Rf3 Ke7 44. Bg5+ f6 45. Bf4 g6 46. h4 Kf7 47. Bc1 Re4+ 48. Kg3 Bc7+ 49. Kh3 Be5 50. Bd2 Ke6 51. Bc3 f5 52. Bxe5 Kxe5 53. Rc3 Rc4 54. Rg3 Rc6 55. h5 gxh5 56. Kh4 Ke4 57. Kxh5 f4 58. Rg8 Rf6 59. Kg4 f3 60. Re8+ Kd3 61. Rd8+ Kc3 62. Rd1 f2
1523416,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Re4 g5 16. Qf1 Qh5 17. Nd2 Bf5 18. f3 Nf6 19. Qg2 Qg6 20. Re3 Rae8 21. Nf1 g4 22. Rxe8 Rxe8 23. Ne3 gxf3 24. Qxf3 Be4 25. Qf2 h5 26. Bd2 h4 27. g4 Nxg4 28. Bxf7+ Qxf7 29. Nxg4 Qg6 30. Qxh4 Bf3 31. h3 Re2 32. Qg5 Qxg5 33. Bxg5 Rxb2 34. a4 Bg3 35. axb5 Rxb5 36. Bf6 a5 37. c4 Rb4 38. Ne5 Be4 39. Ng4 Rxc4 40. Be5 Bxe5 41. dxe5 a4 42. e6 Kf8 43. Ne5 Rb4 44. Rc1 Rb1 45. Rxb1 Bxb1 46. Nxc6 a3 47. Nd4 a2 48. Nb3 Bf5 49. Kf2 Bxh3 50. Ke3 Bxe6 51. Na1 Ke7 52. Kd4 Kd6 53. Kc3 Kc5 54. Kb2 Kb4 55. Nb3 Bxb3 56. Ka1
1524276,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 Nf6 12. d4 Bd6 13. Re1 Ng4 14. g3 Qf6 15. Rf1 Nxh2 16. Kxh2 Qh4+ 17. Kg2 Qh3+ 18. Kg1 Bxg3 19. fxg3 Qxg3+ 20. Kh1 Bb7+ 21. d5 Qh3+ 22. Kg1 Qg3+ 23. Kh1 Qh3+ 24. Kg1
1524748,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. Re1 Bd6 13. g3 Nf4 14. d4 Nh3+ 15. Kg2 Qf6 16. Be3 Re8 17. Qf3 Bf5 18. Nd2 Bc7 19. Bc2 Bxc2 20. Qxf6 gxf6 21. Kxh3 Re6 22. Kg2 f5 23. f4 Ba5 24. a3 Bb6 25. Kf2 Rd8 26. Nf3 h6 27. Rac1 Be4 28. Rcd1 Kg7 29. Ne5 h5 30. Nf3 h4 31. Nxh4 Rh8 32. Rd2 Rxh4 33. gxh4 Bd8 34. Kf1 Bxh4 35. Bf2 Bxf2 36. Kxf2 Rh6 37. Rg1+ Kf6 38. Ke3 Ke6 39. Rf2 Kd5 40. b3 a5 41. Rg8 Rh3+ 42. Rg3 Rh8 43. h3 a4 44. bxa4 Ra8 45. axb5 Rxa3 46. Rb2 cxb5 47. Rxb5+ Kd6 48. Rc5 Ra1 49. Rg8 Rf1 50. Rg3 Rd1 51. Ke2 Rh1 52. Re3 Rh2+ 53. Ke1 Rh1+ 54. Kf2 f6 55. Ra5 Rh2+ 56. Kg3 Rg2+ 57. Kh4 Rf2 58. Kh5 Rxf4 59. Kg6 Ke6 60. Ra6+ Kd5 61. Kxf6
1525632,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d3 Bd6 13. Re1 Bf5 14. Qf3 Qd7 15. Bxd5 cxd5 16. Bf4 Bxf4 17. Qxf4 Bxd3 18. Nd2 Rfe8 19. Re3 Rxe3 20. Qxe3 Bg6 21. Re1 f6 22. Qd4 Re8 23. Rxe8+ Bxe8 24. f3 Qe6 25. Kf2 Bg6 26. a3 Qf5 27. a4 bxa4 28. Qxa4 Qd3 29. Qd4 Qb5 30. b4 a5 31. bxa5 Qxa5
1526188,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Re4 g5 16. Qf1 Qh5 17. Nd2 Bf5 18. f3 Nf6 19. Qg2 Qg6 20. Re3 Rae8 21. Ne4 Nxe4 22. g4 Ng3
